program_name,program_description,day_key,day_short,day_long,day_title,day_kind,day_desc,workout_title,workout_badge,workout_subtitle,warmup,exercise_order,exercise_name,exercise_volume,exercise_rest,exercise_sets,exercise_cue,exercise_note
Dirt Range — Infielder First-Step & Throwing Power,"Evidence-informed offseason infielder program. Priorities: 0–10 yd acceleration, lateral/crossover first-step speed, braking and re-acceleration, unilateral and frontal-plane strength, rotational power, upper-back strength and throwing-arm durability. Speed and power stay low-volume and high-quality.",tue,Tue,Tuesday,Day 2 — Rotation + High-Throw Support,Strength,Develop rotational power and scapular/upper-back strength without burying the throwing arm.,Infielder Upper / Throw,THROW,60–75 min,true,2,Half-Kneeling Landmine Press,3 × 6 / side,90 sec,3,Squeeze the down-side glute and reach up-forward with ribs controlled.,Shoulder-friendly press; do not grind.
Dirt Range — Infielder First-Step & Throwing Power,"Evidence-informed offseason infielder program. Priorities: 0–10 yd acceleration, lateral/crossover first-step speed, braking and re-acceleration, unilateral and frontal-plane strength, rotational power, upper-back strength and throwing-arm durability. Speed and power stay low-volume and high-quality.",tue,Tue,Tuesday,Day 2 — Rotation + High-Throw Support,Strength,Develop rotational power and scapular/upper-back strength without burying the throwing arm.,Infielder Upper / Throw,THROW,60–75 min,true,3,Chest-Supported Row,4 × 8,90 sec,4,"Reach fully, then pull elbows toward the back pockets without shrugging.",Make the upper back do the work.
Dirt Range — Infielder First-Step & Throwing Power,"Evidence-informed offseason infielder program. Priorities: 0–10 yd acceleration, lateral/crossover first-step speed, braking and re-acceleration, unilateral and frontal-plane strength, rotational power, upper-back strength and throwing-arm durability. Speed and power stay low-volume and high-quality.",tue,Tue,Tuesday,Day 2 — Rotation + High-Throw Support,Strength,Develop rotational power and scapular/upper-back strength without burying the throwing arm.,Infielder Upper / Throw,THROW,60–75 min,true,4,Neutral-Grip Pulldown or Pull-Up,3 × 6–10,90 sec,3,Pull elbows toward the ribs while keeping the neck long.,Use assistance if needed for clean reps.
Dirt Range — Infielder First-Step & Throwing Power,"Evidence-informed offseason infielder program. Priorities: 0–10 yd acceleration, lateral/crossover first-step speed, braking and re-acceleration, unilateral and frontal-plane strength, rotational power, upper-back strength and throwing-arm durability. Speed and power stay low-volume and high-quality.",tue,Tue,Tuesday,Day 2 — Rotation + High-Throw Support,Strength,Develop rotational power and scapular/upper-back strength without burying the throwing arm.,Infielder Upper / Throw,THROW,60–75 min,true,5,Cable Lift,3 × 8 / side,75 sec,3,"Drive from the floor and hip, then rotate the ribcage over a controlled pelvis.","Fast pull, controlled return."
Dirt Range — Infielder First-Step & Throwing Power,"Evidence-informed offseason infielder program. Priorities: 0–10 yd acceleration, lateral/crossover first-step speed, braking and re-acceleration, unilateral and frontal-plane strength, rotational power, upper-back strength and throwing-arm durability. Speed and power stay low-volume and high-quality.",tue,Tue,Tuesday,Day 2 — Rotation + High-Throw Support,Strength,Develop rotational power and scapular/upper-back strength without burying the throwing arm.,Infielder Upper / Throw,THROW,60–75 min,true,6,Push-Up Plus,2 × 12–15,60 sec,2,Keep the trunk rigid and finish by reaching the floor away.,"Quality serratus work, not failure work."
Dirt Range — Infielder First-Step & Throwing Power,"Evidence-informed offseason infielder program. Priorities: 0–10 yd acceleration, lateral/crossover first-step speed, braking and re-acceleration, unilateral and frontal-plane strength, rotational power, upper-back strength and throwing-arm durability. Speed and power stay low-volume and high-quality.",tue,Tue,Tuesday,Day 2 — Rotation + High-Throw Support,Strength,Develop rotational power and scapular/upper-back strength without burying the throwing arm.,Infielder Upper / Throw,THROW,60–75 min,true,7,Cable External Rotation at 90°,2 × 12 / side,60 sec,2,Keep the upper arm level and rotate from the shoulder.,Light arm-care loading only.
Dirt Range — Infielder First-Step & Throwing Power,"Evidence-informed offseason infielder program. Priorities: 0–10 yd acceleration, lateral/crossover first-step speed, braking and re-acceleration, unilateral and frontal-plane strength, rotational power, upper-back strength and throwing-arm durability. Speed and power stay low-volume and high-quality.",wed,Wed,Wednesday,"Recovery — Hips, Groin, Ankles & T-Spine",Recover,Maintain fielding positions and throwing mobility while unloading the nervous system.,Infielder Reset,RECOVER,25–35 min,false,1,90/90 Hip Switch,2 × 8 / side,30 sec,2,Rotate both hips under control while staying tall.,Use the hands for support if needed.
Dirt Range — Infielder First-Step & Throwing Power,"Evidence-informed offseason infielder program. Priorities: 0–10 yd acceleration, lateral/crossover first-step speed, braking and re-acceleration, unilateral and frontal-plane strength, rotational power, upper-back strength and throwing-arm durability. Speed and power stay low-volume and high-quality.",wed,Wed,Wednesday,"Recovery — Hips, Groin, Ankles & T-Spine",Recover,Maintain fielding positions and throwing mobility while unloading the nervous system.,Infielder Reset,RECOVER,25–35 min,false,2,Adductor Rock-Back,2 × 10 / side,30 sec,2,Sit the hips back while keeping the spine neutral.,Gentle inner-thigh load only.
Dirt Range — Infielder First-Step & Throwing Power,"Evidence-informed offseason infielder program. Priorities: 0–10 yd acceleration, lateral/crossover first-step speed, braking and re-acceleration, unilateral and frontal-plane strength, rotational power, upper-back strength and throwing-arm durability. Speed and power stay low-volume and high-quality.",wed,Wed,Wednesday,"Recovery — Hips, Groin, Ankles & T-Spine",Recover,Maintain fielding positions and throwing mobility while unloading the nervous system.,Infielder Reset,RECOVER,25–35 min,false,3,Knee-to-Wall Ankle Mobilization,2 × 10 / side,30 sec,2,Drive the knee forward over the toes without the heel lifting.,Smooth controlled reps.
Dirt Range — Infielder First-Step & Throwing Power,"Evidence-informed offseason infielder program. Priorities: 0–10 yd acceleration, lateral/crossover first-step speed, braking and re-acceleration, unilateral and frontal-plane strength, rotational power, upper-back strength and throwing-arm durability. Speed and power stay low-volume and high-quality.",wed,Wed,Wednesday,"Recovery — Hips, Groin, Ankles & T-Spine",Recover,Maintain fielding positions and throwing mobility while unloading the nervous system.,Infielder Reset,RECOVER,25–35 min,false,4,Open-Book T-Spine Rotation,2 × 8 / side,30 sec,2,Keep the knees stacked and rotate the upper back.,Exhale at the end range.
Dirt Range — Infielder First-Step & Throwing Power,"Evidence-informed offseason infielder program. Priorities: 0–10 yd acceleration, lateral/crossover first-step speed, braking and re-acceleration, unilateral and frontal-plane strength, rotational power, upper-back strength and throwing-arm durability. Speed and power stay low-volume and high-quality.",wed,Wed,Wednesday,"Recovery — Hips, Groin, Ankles & T-Spine",Recover,Maintain fielding positions and throwing mobility while unloading the nervous system.,Infielder Reset,RECOVER,25–35 min,false,5,Easy Cardio,20–25 min easy,—,1,Stay conversational.,"Bike, walk or light jog."
Dirt Range — Infielder First-Step & Throwing Power,"Evidence-informed offseason infielder program. Priorities: 0–10 yd acceleration, lateral/crossover first-step speed, braking and re-acceleration, unilateral and frontal-plane strength, rotational power, upper-back strength and throwing-arm durability. Speed and power stay low-volume and high-quality.",thu,Thu,Thursday,Day 3 — Lateral Range + Braking,Power,"Train the ability to create lateral force, crossover efficiently, brake under control and re-accelerate.",Infielder Range,RANGE,50–65 min,true,1,Lateral Bound to Stick,4 × 3 / side,90 sec,4,"Push laterally, land over the foot and own the landing before resetting.",Pelvis level; knee tracks over toes.
Dirt Range — Infielder First-Step & Throwing Power,"Evidence-informed offseason infielder program. Priorities: 0–10 yd acceleration, lateral/crossover first-step speed, braking and re-acceleration, unilateral and frontal-plane strength, rotational power, upper-back strength and throwing-arm durability. Speed and power stay low-volume and high-quality.",thu,Thu,Thursday,Day 3 — Lateral Range + Braking,Power,"Train the ability to create lateral force, crossover efficiently, brake under control and re-accelerate.",Infielder Range,RANGE,50–65 min,true,2,Crossover Start,4 × 5 yd / side,75 sec,4,"Open and cross quickly, push the ground away and accelerate through the line.",Do not stand up before creating horizontal force.
Dirt Range — Infielder First-Step & Throwing Power,"Evidence-informed offseason infielder program. Priorities: 0–10 yd acceleration, lateral/crossover first-step speed, braking and re-acceleration, unilateral and frontal-plane strength, rotational power, upper-back strength and throwing-arm durability. Speed and power stay low-volume and high-quality.",thu,Thu,Thursday,Day 3 — Lateral Range + Braking,Power,"Train the ability to create lateral force, crossover efficiently, brake under control and re-accelerate.",Infielder Range,RANGE,50–65 min,true,3,Shuffle-to-Sprint,4 × 2 / side,75–90 sec,4,"Shuffle under control, plant beneath the hip and burst forward.",Avoid reaching for the cut.
Dirt Range — Infielder First-Step & Throwing Power,"Evidence-informed offseason infielder program. Priorities: 0–10 yd acceleration, lateral/crossover first-step speed, braking and re-acceleration, unilateral and frontal-plane strength, rotational power, upper-back strength and throwing-arm durability. Speed and power stay low-volume and high-quality.",thu,Thu,Thursday,Day 3 — Lateral Range + Braking,Power,"Train the ability to create lateral force, crossover efficiently, brake under control and re-accelerate.",Infielder Range,RANGE,50–65 min,true,4,10-Yard Sprint to Controlled Stop,4 reps,90 sec,4,"Accelerate hard, lower the center of mass before braking and use several controlled steps.",Train braking; never jam one violent stop.
Dirt Range — Infielder First-Step & Throwing Power,"Evidence-informed offseason infielder program. Priorities: 0–10 yd acceleration, lateral/crossover first-step speed, braking and re-acceleration, unilateral and frontal-plane strength, rotational power, upper-back strength and throwing-arm durability. Speed and power stay low-volume and high-quality.",thu,Thu,Thursday,Day 3 — Lateral Range + Braking,Power,"Train the ability to create lateral force, crossover efficiently, brake under control and re-accelerate.",Infielder Range,RANGE,50–65 min,true,5,Medicine-Ball Rotational Scoop Toss,4 × 4 / side,75 sec,4,"Load the back hip, rotate the pelvis and whip the ball through the wall.",Maximum intent with a light ball.
Dirt Range — Infielder First-Step & Throwing Power,"Evidence-informed offseason infielder program. Priorities: 0–10 yd acceleration, lateral/crossover first-step speed, braking and re-acceleration, unilateral and frontal-plane strength, rotational power, upper-back strength and throwing-arm durability. Speed and power stay low-volume and high-quality.",thu,Thu,Thursday,Day 3 — Lateral Range + Braking,Power,"Train the ability to create lateral force, crossover efficiently, brake under control and re-accelerate.",Infielder Range,RANGE,50–65 min,true,6,Low Pogo Jump,3 × 15–20 contacts,60 sec,3,Stay tall and spring rapidly from the ankles.,Short ground contacts; stop if stiffness disappears.
Dirt Range — Infielder First-Step & Throwing Power,"Evidence-informed offseason infielder program. Priorities: 0–10 yd acceleration, lateral/crossover first-step speed, braking and re-acceleration, unilateral and frontal-plane strength, rotational power, upper-back strength and throwing-arm durability. Speed and power stay low-volume and high-quality.",fri,Fri,Friday,Day 4 — Multi-Planar Strength,Strength,"Reinforce bilateral strength while giving the hips, trunk and legs enough frontal/transverse-plane work for infield movement.",Infielder Total Body,BUILD,65–80 min,true,1,Front Squat or Hack Squat,4 × 4–6,2–3 min,4,"Brace, sit between the hips and drive straight up.",Leave 1–2 reps in reserve.
Dirt Range — Infielder First-Step & Throwing Power,"Evidence-informed offseason infielder program. Priorities: 0–10 yd acceleration, lateral/crossover first-step speed, braking and re-acceleration, unilateral and frontal-plane strength, rotational power, upper-back strength and throwing-arm durability. Speed and power stay low-volume and high-quality.",fri,Fri,Friday,Day 4 — Multi-Planar Strength,Strength,"Reinforce bilateral strength while giving the hips, trunk and legs enough frontal/transverse-plane work for infield movement.",Infielder Total Body,BUILD,65–80 min,true,2,Romanian Deadlift,3 × 6–8,2 min,3,Push the hips back and keep the load close to the legs.,"Strong hamstring tension, neutral spine."
Dirt Range — Infielder First-Step & Throwing Power,"Evidence-informed offseason infielder program. Priorities: 0–10 yd acceleration, lateral/crossover first-step speed, braking and re-acceleration, unilateral and frontal-plane strength, rotational power, upper-back strength and throwing-arm durability. Speed and power stay low-volume and high-quality.",fri,Fri,Friday,Day 4 — Multi-Planar Strength,Strength,"Reinforce bilateral strength while giving the hips, trunk and legs enough frontal/transverse-plane work for infield movement.",Infielder Total Body,BUILD,65–80 min,true,3,Lateral Step-Up,3 × 8 / side,90 sec,3,Drive through the working leg and keep the pelvis level.,Minimize push from the trailing foot.
Dirt Range — Infielder First-Step & Throwing Power,"Evidence-informed offseason infielder program. Priorities: 0–10 yd acceleration, lateral/crossover first-step speed, braking and re-acceleration, unilateral and frontal-plane strength, rotational power, upper-back strength and throwing-arm durability. Speed and power stay low-volume and high-quality.",fri,Fri,Friday,Day 4 — Multi-Planar Strength,Strength,"Reinforce bilateral strength while giving the hips, trunk and legs enough frontal/transverse-plane work for infield movement.",Infielder Total Body,BUILD,65–80 min,true,4,Incline Dumbbell Press,3 × 8,90 sec,3,Press through a comfortable path with the ribs stacked.,Neutral grip if preferred.
Dirt Range — Infielder First-Step & Throwing Power,"Evidence-informed offseason infielder program. Priorities: 0–10 yd acceleration, lateral/crossover first-step speed, braking and re-acceleration, unilateral and frontal-plane strength, rotational power, upper-back strength and throwing-arm durability. Speed and power stay low-volume and high-quality.",fri,Fri,Friday,Day 4 — Multi-Planar Strength,Strength,"Reinforce bilateral strength while giving the hips, trunk and legs enough frontal/transverse-plane work for infield movement.",Infielder Total Body,BUILD,65–80 min,true,5,One-Arm Cable Row,3 × 8 / side,75 sec,3,"Reach long, then row while the pelvis stays square.",Controlled trunk; let the scapula glide.
Dirt Range — Infielder First-Step & Throwing Power,"Evidence-informed offseason infielder program. Priorities: 0–10 yd acceleration, lateral/crossover first-step speed, braking and re-acceleration, unilateral and frontal-plane strength, rotational power, upper-back strength and throwing-arm durability. Speed and power stay low-volume and high-quality.",fri,Fri,Friday,Day 4 — Multi-Planar Strength,Strength,"Reinforce bilateral strength while giving the hips, trunk and legs enough frontal/transverse-plane work for infield movement.",Infielder Total Body,BUILD,65–80 min,true,6,Cable Chop,3 × 8 / side,75 sec,3,Rotate through the ribcage while keeping control of the pelvis.,"Move athletically, not with the arms alone."
Dirt Range — Infielder First-Step & Throwing Power,"Evidence-informed offseason infielder program. Priorities: 0–10 yd acceleration, lateral/crossover first-step speed, braking and re-acceleration, unilateral and frontal-plane strength, rotational power, upper-back strength and throwing-arm durability. Speed and power stay low-volume and high-quality.",fri,Fri,Friday,Day 4 — Multi-Planar Strength,Strength,"Reinforce bilateral strength while giving the hips, trunk and legs enough frontal/transverse-plane work for infield movement.",Infielder Total Body,BUILD,65–80 min,true,7,Suitcase Carry,3 × 25–35 m / side,60 sec,3,Walk tall and resist lateral trunk bend.,"Strong grip, quiet torso."
Dirt Range — Infielder First-Step & Throwing Power,"Evidence-informed offseason infielder program. Priorities: 0–10 yd acceleration, lateral/crossover first-step speed, braking and re-acceleration, unilateral and frontal-plane strength, rotational power, upper-back strength and throwing-arm durability. Speed and power stay low-volume and high-quality.",sat,Sat,Saturday,Optional — Fielding Skill + Easy Aerobic,Recover,"Use this for low-fatigue fielding skill and aerobic work. Throwing volume belongs inside the baseball workload plan, not on top of it.",Skill / Aerobic,EASY,25–40 min,false,1,"Bike, Walk or Light Jog",25–35 min Zone 2,—,1,Keep the effort conversational.,Do not turn recovery day into conditioning punishment.
Dirt Range — Infielder First-Step & Throwing Power,"Evidence-informed offseason infielder program. Priorities: 0–10 yd acceleration, lateral/crossover first-step speed, braking and re-acceleration, unilateral and frontal-plane strength, rotational power, upper-back strength and throwing-arm durability. Speed and power stay low-volume and high-quality.",sun,Sun,Sunday,Rest,Rest,Full rest. Normal walking is fine.,,,,,,,,,,,
Gap Hunter — Outfielder Speed & Arm Strength,"Evidence-informed offseason outfielder program. Priorities: acceleration into high-speed running, max-velocity exposure, posterior-chain and hamstring strength, long-stride power, deceleration, jumping, rotational power and shoulder/upper-back strength for longer throws. Sprint quality takes priority over fatigue.",mon,Mon,Monday,Day 1 — Acceleration + Posterior-Chain Force,Strength,Build the horizontal force and posterior-chain strength that support fast first steps and longer running actions.,Outfielder Accel / Force,FORCE,70–85 min,true,1,10-Yard Acceleration,4 × 10 yd,90 sec,4,"Push backward into the ground, stay projected forward and rise gradually.",Every rep fast; full walk-back recovery.
Gap Hunter — Outfielder Speed & Arm Strength,"Evidence-informed offseason outfielder program. Priorities: acceleration into high-speed running, max-velocity exposure, posterior-chain and hamstring strength, long-stride power, deceleration, jumping, rotational power and shoulder/upper-back strength for longer throws. Sprint quality takes priority over fatigue.",mon,Mon,Monday,Day 1 — Acceleration + Posterior-Chain Force,Strength,Build the horizontal force and posterior-chain strength that support fast first steps and longer running actions.,Outfielder Accel / Force,FORCE,70–85 min,true,2,20-Yard Acceleration,3 × 20 yd,2 min,3,Build smoothly through the first 10 yards and stay relaxed as stride length opens.,Stop if speed drops.
Gap Hunter — Outfielder Speed & Arm Strength,"Evidence-informed offseason outfielder program. Priorities: acceleration into high-speed running, max-velocity exposure, posterior-chain and hamstring strength, long-stride power, deceleration, jumping, rotational power and shoulder/upper-back strength for longer throws. Sprint quality takes priority over fatigue.",mon,Mon,Monday,Day 1 — Acceleration + Posterior-Chain Force,Strength,Build the horizontal force and posterior-chain strength that support fast first steps and longer running actions.,Outfielder Accel / Force,FORCE,70–85 min,true,3,Trap-Bar Deadlift,4 × 4,3 min,4,"Brace hard, push the floor away and finish tall.",Leave 1–2 reps in reserve.
Gap Hunter — Outfielder Speed & Arm Strength,"Evidence-informed offseason outfielder program. Priorities: acceleration into high-speed running, max-velocity exposure, posterior-chain and hamstring strength, long-stride power, deceleration, jumping, rotational power and shoulder/upper-back strength for longer throws. Sprint quality takes priority over fatigue.",mon,Mon,Monday,Day 1 — Acceleration + Posterior-Chain Force,Strength,Build the horizontal force and posterior-chain strength that support fast first steps and longer running actions.,Outfielder Accel / Force,FORCE,70–85 min,true,4,Rear-Foot-Elevated Split Squat,3 × 6 / side,2 min,3,Keep the front foot rooted and drive aggressively through the floor.,Control the descent.
Gap Hunter — Outfielder Speed & Arm Strength,"Evidence-informed offseason outfielder program. Priorities: acceleration into high-speed running, max-velocity exposure, posterior-chain and hamstring strength, long-stride power, deceleration, jumping, rotational power and shoulder/upper-back strength for longer throws. Sprint quality takes priority over fatigue.",mon,Mon,Monday,Day 1 — Acceleration + Posterior-Chain Force,Strength,Build the horizontal force and posterior-chain strength that support fast first steps and longer running actions.,Outfielder Accel / Force,FORCE,70–85 min,true,5,Barbell or Machine Hip Thrust,3 × 6–8,90 sec,3,Finish with glutes while keeping the ribs down.,Do not hyperextend the low back.
Gap Hunter — Outfielder Speed & Arm Strength,"Evidence-informed offseason outfielder program. Priorities: acceleration into high-speed running, max-velocity exposure, posterior-chain and hamstring strength, long-stride power, deceleration, jumping, rotational power and shoulder/upper-back strength for longer throws. Sprint quality takes priority over fatigue.",mon,Mon,Monday,Day 1 — Acceleration + Posterior-Chain Force,Strength,Build the horizontal force and posterior-chain strength that support fast first steps and longer running actions.,Outfielder Accel / Force,FORCE,70–85 min,true,6,Nordic Hamstring Curl or Slow-Eccentric Leg Curl,3 × 4–6,2 min,3,Keep hips extended and lower under control as long as possible.,Use assistance as needed; eccentric quality matters more than depth.
Gap Hunter — Outfielder Speed & Arm Strength,"Evidence-informed offseason outfielder program. Priorities: acceleration into high-speed running, max-velocity exposure, posterior-chain and hamstring strength, long-stride power, deceleration, jumping, rotational power and shoulder/upper-back strength for longer throws. Sprint quality takes priority over fatigue.",mon,Mon,Monday,Day 1 — Acceleration + Posterior-Chain Force,Strength,Build the horizontal force and posterior-chain strength that support fast first steps and longer running actions.,Outfielder Accel / Force,FORCE,70–85 min,true,7,Straight-Knee Calf Raise,3 × 10–12,60 sec,3,Reach full plantar flexion and lower under control.,Build calf capacity for repeated sprinting.
Gap Hunter — Outfielder Speed & Arm Strength,"Evidence-informed offseason outfielder program. Priorities: acceleration into high-speed running, max-velocity exposure, posterior-chain and hamstring strength, long-stride power, deceleration, jumping, rotational power and shoulder/upper-back strength for longer throws. Sprint quality takes priority over fatigue.",tue,Tue,Tuesday,Day 2 — Long-Throw Support + Upper Strength,Strength,"Train upper-back strength, rotational power and shoulder support for outfield throwing without unnecessary pressing fatigue.",Outfielder Upper / Arm,THROW,60–75 min,true,1,Medicine-Ball Step-Behind Rotational Throw,4 × 4 / side,75 sec,4,"Create momentum with the step, brace the front side and rotate explosively.","Light ball, maximal velocity."
Gap Hunter — Outfielder Speed & Arm Strength,"Evidence-informed offseason outfielder program. Priorities: acceleration into high-speed running, max-velocity exposure, posterior-chain and hamstring strength, long-stride power, deceleration, jumping, rotational power and shoulder/upper-back strength for longer throws. Sprint quality takes priority over fatigue.",tue,Tue,Tuesday,Day 2 — Long-Throw Support + Upper Strength,Strength,"Train upper-back strength, rotational power and shoulder support for outfield throwing without unnecessary pressing fatigue.",Outfielder Upper / Arm,THROW,60–75 min,true,2,Half-Kneeling Landmine Press,3 × 6 / side,90 sec,3,Squeeze the down-side glute and reach up-forward without shrugging.,Keep ribs stacked.
Gap Hunter — Outfielder Speed & Arm Strength,"Evidence-informed offseason outfielder program. Priorities: acceleration into high-speed running, max-velocity exposure, posterior-chain and hamstring strength, long-stride power, deceleration, jumping, rotational power and shoulder/upper-back strength for longer throws. Sprint quality takes priority over fatigue.",tue,Tue,Tuesday,Day 2 — Long-Throw Support + Upper Strength,Strength,"Train upper-back strength, rotational power and shoulder support for outfield throwing without unnecessary pressing fatigue.",Outfielder Upper / Arm,THROW,60–75 min,true,3,Chest-Supported Row,4 × 8,90 sec,4,"Reach long, then pull elbows back without extending the low back.",Pause briefly at the top.
Gap Hunter — Outfielder Speed & Arm Strength,"Evidence-informed offseason outfielder program. Priorities: acceleration into high-speed running, max-velocity exposure, posterior-chain and hamstring strength, long-stride power, deceleration, jumping, rotational power and shoulder/upper-back strength for longer throws. Sprint quality takes priority over fatigue.",tue,Tue,Tuesday,Day 2 — Long-Throw Support + Upper Strength,Strength,"Train upper-back strength, rotational power and shoulder support for outfield throwing without unnecessary pressing fatigue.",Outfielder Upper / Arm,THROW,60–75 min,true,4,Neutral-Grip Pull-Up or Lat Pulldown,3 × 6–10,90 sec,3,Pull elbows toward the ribs while keeping the shoulders away from the ears.,Clean reps only.
Gap Hunter — Outfielder Speed & Arm Strength,"Evidence-informed offseason outfielder program. Priorities: acceleration into high-speed running, max-velocity exposure, posterior-chain and hamstring strength, long-stride power, deceleration, jumping, rotational power and shoulder/upper-back strength for longer throws. Sprint quality takes priority over fatigue.",tue,Tue,Tuesday,Day 2 — Long-Throw Support + Upper Strength,Strength,"Train upper-back strength, rotational power and shoulder support for outfield throwing without unnecessary pressing fatigue.",Outfielder Upper / Arm,THROW,60–75 min,true,5,One-Arm Cable Row With Reach,3 × 8 / side,75 sec,3,"Reach the shoulder blade around the ribcage, then row without yanking the trunk.",Controlled scapular movement.
Gap Hunter — Outfielder Speed & Arm Strength,"Evidence-informed offseason outfielder program. Priorities: acceleration into high-speed running, max-velocity exposure, posterior-chain and hamstring strength, long-stride power, deceleration, jumping, rotational power and shoulder/upper-back strength for longer throws. Sprint quality takes priority over fatigue.",tue,Tue,Tuesday,Day 2 — Long-Throw Support + Upper Strength,Strength,"Train upper-back strength, rotational power and shoulder support for outfield throwing without unnecessary pressing fatigue.",Outfielder Upper / Arm,THROW,60–75 min,true,6,Push-Up Plus,2 × 12–15,60 sec,2,Keep the body rigid and finish by reaching the floor away.,Do not chase fatigue.
Gap Hunter — Outfielder Speed & Arm Strength,"Evidence-informed offseason outfielder program. Priorities: acceleration into high-speed running, max-velocity exposure, posterior-chain and hamstring strength, long-stride power, deceleration, jumping, rotational power and shoulder/upper-back strength for longer throws. Sprint quality takes priority over fatigue.",tue,Tue,Tuesday,Day 2 — Long-Throw Support + Upper Strength,Strength,"Train upper-back strength, rotational power and shoulder support for outfield throwing without unnecessary pressing fatigue.",Outfielder Upper / Arm,THROW,60–75 min,true,7,Cable External Rotation at 90°,2 × 12 / side,60 sec,2,Rotate from the shoulder with the upper arm level.,Light arm-care load.
Gap Hunter — Outfielder Speed & Arm Strength,"Evidence-informed offseason outfielder program. Priorities: acceleration into high-speed running, max-velocity exposure, posterior-chain and hamstring strength, long-stride power, deceleration, jumping, rotational power and shoulder/upper-back strength for longer throws. Sprint quality takes priority over fatigue.",wed,Wed,Wednesday,"Recovery — Hamstrings, Hips & T-Spine",Recover,Recover from sprint exposure while maintaining hip and upper-back motion.,Outfielder Reset,RECOVER,25–35 min,false,1,90/90 Hip Switch,2 × 8 / side,30 sec,2,Rotate through both hips under control.,Stay tall; do not force range.
Gap Hunter — Outfielder Speed & Arm Strength,"Evidence-informed offseason outfielder program. Priorities: acceleration into high-speed running, max-velocity exposure, posterior-chain and hamstring strength, long-stride power, deceleration, jumping, rotational power and shoulder/upper-back strength for longer throws. Sprint quality takes priority over fatigue.",wed,Wed,Wednesday,"Recovery — Hamstrings, Hips & T-Spine",Recover,Recover from sprint exposure while maintaining hip and upper-back motion.,Outfielder Reset,RECOVER,25–35 min,false,2,Adductor Rock-Back,2 × 10 / side,30 sec,2,Sit the hips back until the inner thigh loads gently.,Keep spine neutral.
Gap Hunter — Outfielder Speed & Arm Strength,"Evidence-informed offseason outfielder program. Priorities: acceleration into high-speed running, max-velocity exposure, posterior-chain and hamstring strength, long-stride power, deceleration, jumping, rotational power and shoulder/upper-back strength for longer throws. Sprint quality takes priority over fatigue.",wed,Wed,Wednesday,"Recovery — Hamstrings, Hips & T-Spine",Recover,Recover from sprint exposure while maintaining hip and upper-back motion.,Outfielder Reset,RECOVER,25–35 min,false,3,Hamstring Floss,2 × 8 / side,30 sec,2,Move in and out of a light hamstring stretch without forcing end range.,"This is mobility, not aggressive stretching."
Gap Hunter — Outfielder Speed & Arm Strength,"Evidence-informed offseason outfielder program. Priorities: acceleration into high-speed running, max-velocity exposure, posterior-chain and hamstring strength, long-stride power, deceleration, jumping, rotational power and shoulder/upper-back strength for longer throws. Sprint quality takes priority over fatigue.",wed,Wed,Wednesday,"Recovery — Hamstrings, Hips & T-Spine",Recover,Recover from sprint exposure while maintaining hip and upper-back motion.,Outfielder Reset,RECOVER,25–35 min,false,4,Open-Book T-Spine Rotation,2 × 8 / side,30 sec,2,Rotate the upper back while keeping the knees stacked.,Breathe out at end range.
Gap Hunter — Outfielder Speed & Arm Strength,"Evidence-informed offseason outfielder program. Priorities: acceleration into high-speed running, max-velocity exposure, posterior-chain and hamstring strength, long-stride power, deceleration, jumping, rotational power and shoulder/upper-back strength for longer throws. Sprint quality takes priority over fatigue.",wed,Wed,Wednesday,"Recovery — Hamstrings, Hips & T-Spine",Recover,Recover from sprint exposure while maintaining hip and upper-back motion.,Outfielder Reset,RECOVER,25–35 min,false,5,Easy Bike or Walk,20–25 min easy,—,1,Keep breathing conversational.,Prefer low impact if sprint legs are sore.
Gap Hunter — Outfielder Speed & Arm Strength,"Evidence-informed offseason outfielder program. Priorities: acceleration into high-speed running, max-velocity exposure, posterior-chain and hamstring strength, long-stride power, deceleration, jumping, rotational power and shoulder/upper-back strength for longer throws. Sprint quality takes priority over fatigue.",thu,Thu,Thursday,Day 3 — Max Velocity + Range Power,Power,"Expose the athlete to true fast running, elastic power and safe braking—qualities outfielders need more than other positions.",Outfielder Speed,SPEED,50–65 min,true,1,Build-Up Sprint + Flying 10,4–5 reps,2.5–3 min,5,"Accelerate smoothly for 15–20 yd, then run the fly zone tall, fast and relaxed.",Needs adequate space. Stop when speed or relaxation drops.
Gap Hunter — Outfielder Speed & Arm Strength,"Evidence-informed offseason outfielder program. Priorities: acceleration into high-speed running, max-velocity exposure, posterior-chain and hamstring strength, long-stride power, deceleration, jumping, rotational power and shoulder/upper-back strength for longer throws. Sprint quality takes priority over fatigue.",thu,Thu,Thursday,Day 3 — Max Velocity + Range Power,Power,"Expose the athlete to true fast running, elastic power and safe braking—qualities outfielders need more than other positions.",Outfielder Speed,SPEED,50–65 min,true,2,Bounding,3 × 20 m,2 min,3,Project forward with elastic contacts and coordinated arm action.,Keep rhythm; do not overreach.
